hotttness,key,mode,fade_out,fade_in,danceability,duration,energy,loudness,tempo,time_signature,year,artist_hotttness,analysis_sample_rate
0.30416950343527516,3.773,0.614,1.0000012394148805,0.0006444957378587951,0.0,121.02485,0.0,-9.391,100.573,3.192,1997,0.4184295978846103,22050
,1.7249999999999999,0.0,0.9863554266756678,0.0,0.0,198.45179,0.0,-20.731,75.377,3.031,0,0.4641524390532526,22050
,1.944,0.233,0.9926624648199458,0.009369577393362286,0.0,620.19873,0.0,-5.283,91.144,4.445,0,0.4758343021492136,22050
0.21508031850922793,0.567,0.398,0.9689064285118274,0.003237643279973053,0.0,113.97179,0.0,-9.67,117.696,0.0,0,0.5669124072815322,22050
0.22504466868040668,1.8399999999999999,0.369,0.9874704842803934,0.0013835275646110162,0.0,268.87791,0.0,-4.537,124.129,3.128,0,0.29993529461995383,22050
0.0,3.108,0.446,0.9569761574302049,0.0,0.0,246.22975,0.0,-4.293,136.116,0.0,0,0.3494763271978497,22050
0.2707759989463275,1.2349999999999999,0.206,0.979269063222035,0.0013370931744202466,0.0,266.9971,0.0,-6.514,126.649,3.95,0,0.4292610290645234,22050
,0.0,0.75,0.9782960639032791,0.012647132942395048,0.0,394.23955,0.0,-16.536,106.479,0.0,0,0.2912710299960676,22050
0.3864772912554594,5.728,0.692,0.964097488362003,0.0,0.0,280.2673,0.0,-4.936,93.037,2.848,2007,0.3543696158071208,22050
0.5024496241245333,1.224,0.0,0.9662767248365739,0.024066307025186983,0.0,137.9522,0.0,-11.877,156.804,2.54,1994,0.4603895823113582,22050
0.37188084949133177,7.398,0.649,0.9415224570944113,0.0,0.0,134.3473,0.0,-9.182,103.755,0.0,0,0.36016349140867365,22050
,0.024,0.116,0.9787048256617766,0.0003954682502269988,0.0,227.57832,0.0,-6.404,95.585,3.792,0,0.7014047658042529,22050
0.536830580874417,1.253,0.553,0.9660804418396157,0.0011450775299790242,0.0,139.72853,0.0,-14.322,71.337,0.0,1973,0.3825916380955341,22050
0.5912913733878069,5.380000000000001,0.535,0.9453310998159123,0.00202526544276116,0.0,156.02893,0.0,-9.931,108.103,2.232,1990,0.3663557001692062,22050
,0.88,0.0,0.9406624951474197,0.0020672077588736962,0.0,144.63955,0.0,-13.615,86.28,2.216,0,0.3394084863551408,22050
,2.572,0.571,0.956721957629588,0.0021762570249221347,0.0,182.88281,0.0,-6.607,119.394,2.904,0,0.37842092149155787,22050
0.26695518627553855,0.088,0.171,0.9561441232092239,0.0,0.0,501.13261,0.0,-6.751,125.999,2.408,2006,0.42197396827851685,22050
,1.328,0.484,0.9484759989647371,0.0018978662139715703,0.0,172.82567,0.0,-12.964,80.129,3.044,0,0.2187211375558276,22050
0.3725300393660796,1.034,0.341,0.9999969405487431,0.0020651295983552392,0.0,130.7424,0.0,-6.388,92.482,3.58,0,0.5577556747785098,22050
0.33489874390177266,0.152,0.395,0.9438653471078875,0.0020520601064865566,0.0,182.25587,0.0,-8.533,100.022,4.0,0,0.3965213030824702,22050
,0.43499999999999994,0.336,0.9523465170191933,0.0017820299710323282,0.0,154.87955,0.0,-24.774,130.975,0.0,1990,0.3755935825851729,22050
0.0,0.263,0.455,0.9801497549221231,0.0,0.0,129.82812,0.0,-22.255,77.081,0.588,0,0.0,22050
,3.528,0.445,0.9566720114629164,0.01104365889671639,0.0,199.20934,0.0,-11.968,108.162,3.288,2007,0.3668207876397976,22050
,0.432,0.498,0.9999980888713064,0.001602407904545884,0.0,136.04526,0.0,-11.651,124.648,3.972,1993,0.3517177511209014,22050
0.0,2.5200000000000005,0.0,0.9571504374532734,0.004269085495827444,0.0,121.10322,0.0,-19.271,87.321,0.0,0,0.35520203282626356,22050
,0.88,0.0,0.9759639975349496,0.0028300660430500843,0.0,159.00689,0.0,-11.024,144.474,0.0,0,0.34863014215936494,22050
0.2603382425674305,6.432,0.537,0.960440457166739,0.0038719199995174694,0.0,102.79138,0.0,-10.745,141.358,0.0,0,0.41977664522963215,22050
0.37598430150044215,1.014,0.427,0.9885268046795183,0.00037096289326875466,0.0,291.13424,0.0,-12.446,93.331,3.13,0,0.33894696915778594,22050
0.4961753356732933,6.776,0.0,0.8753543568231478,0.0028796188732518524,0.0,261.14567,0.0,-14.957,105.324,1.508,2007,0.5904492768121657,22050
0.7801572240193583,4.704,0.499,0.9460252382438629,0.0004316902674134141,0.0,208.48281,0.0,-8.066,117.947,4.0,1990,0.36491403453505683,22050
,0.0,0.257,0.979163971997727,0.0,0.0,151.37914,0.0,-12.581,112.88,1.5,1983,0.49769050699763745,22050
,7.26,0.0,0.9472282584681472,0.0,0.0,350.56281,0.0,-12.256,166.989,1.756,0,0.3302126989009335,22050
,2.282,0.0,0.9834490793539941,0.023153184804880562,0.0,209.34485,0.0,-11.786,118.577,0.0,0,0.20728595283543555,22050
0.21508031850922793,8.47,0.595,0.9563998046936679,0.001596320412045001,0.0,230.53016,0.0,-11.485,97.004,3.12,1994,0.44032607280862934,22050
0.6382279641323373,6.4079999999999995,0.556,0.9589051327504132,0.0012448463361682636,0.0,216.89424,0.0,-5.893,160.158,3.34,2005,0.326235946430283,22050
,0.0,0.0,0.9775639226218948,0.0,0.0,200.38485,0.0,-5.167,85.012,0.756,2003,0.5121972430113413,22050
0.5814936371515848,2.584,0.352,0.9365620925096045,0.0003349157567586688,0.0,217.96526,0.0,-10.011,107.657,0.0,1981,0.47274827273176656,22050
,9.65,0.64,0.9655634539937538,0.0011267572792785568,0.0,281.33832,0.0,-8.183,127.844,2.7,1990,0.5457307001135414,22050
0.0,2.63,0.537,0.9761201826802067,0.0002453676953641336,0.0,252.682,0.0,-8.925,129.493,1.692,0,0.3582852521807958,22050
0.0,1.884,0.176,0.9763551987393325,0.060153586351560394,0.0,365.16526,0.0,-8.351,111.315,0.0,1975,0.34863014215936494,22050
,2.516,0.365,0.9694951935927173,0.0005452166386052159,0.0,309.96853,0.0,-12.469,110.19,4.0,0,0.3091394974851341,22050
0.616797018841478,2.768,0.5,0.9999959462600988,0.0018858703018256105,0.0,113.47546,0.0,-3.761,190.922,0.501,0,0.5420546314637725,22050
,1.2,0.586,1.0000017696418397,0.018392858090879555,0.0,175.17669,0.0,-9.366,177.931,2.976,0,0.0,22050
,0.678,0.58,0.9999988356290319,0.0,0.0,188.94322,0.0,-10.525,206.791,4.0,0,0.35062894689721674,22050
0.33023468276864437,4.949,0.704,0.9407360820202137,0.0006444429352960731,0.0,285.51791,0.0,-5.227,142.432,0.0,0,0.4394389955271936,22050
,2.0,0.801,0.9680351007687993,0.005404971866599495,0.0,172.43383,0.0,-18.054,115.798,0.0,0,0.31055608317952577,22050
0.0,0.676,0.369,0.9704688706052911,0.0,0.0,268.90404,0.0,-8.158,147.781,0.588,2009,0.4367302210885851,22050
0.26586104921065007,1.842,0.0,0.9184311716954678,0.0,0.0,265.29914,0.0,-9.279,111.824,3.84,0,0.39599952273493794,22050
0.0,0.0,0.028,0.9848036859192372,0.0024002693668752836,0.0,268.30322,0.0,-13.758,119.663,0.0,1991,0.3384545759055513,22050
0.0,1.575,0.357,0.9573225350814812,0.019374971794496407,0.0,121.65179,0.0,-9.733,94.072,0.0,0,0.2796640025089138,22050
0.0,1.952,0.824,0.923086369163282,0.0016283815018160288,0.0,208.79628,0.0,-13.706,89.042,0.077,0,0.3717867334568803,22050
,1.32,0.604,0.9999997831085362,0.0,0.0,184.42404,0.0,-9.451,149.293,5.0,0,0.373045953823385,22050
,0.364,0.276,0.9636657965659352,0.0013161767748827212,0.0,231.73179,0.0,-6.378,110.071,3.048,1999,0.5287099344321013,22050
,1.868,0.0,0.9777816278399186,0.0,0.0,469.60281,0.0,-10.256,100.171,1.4969999999999999,1987,0.6222089601294355,22050
0.7010404749722702,0.63,0.405,0.9526367760456902,0.0013488851150165568,0.0,524.87791,0.0,-7.219,118.101,2.384,1991,0.7136698195798281,22050
0.25240605098322483,0.0,0.454,0.9856897571734108,0.0007106978659549944,0.0,249.05098,0.0,-9.29,140.462,1.476,0,0.3707476836905326,22050
0.4051157216913865,2.373,0.404,0.9679427658282459,0.0012569541059330965,0.0,340.50567,0.0,-13.807,96.311,1.936,2000,0.3596629972544362,22050
,2.409,0.356,0.9999993319833371,0.0,0.0,508.96934,0.0,-4.277,162.733,2.656,0,0.45339118607533013,22050
0.26586104921065007,0.312,0.0,0.9771869940934974,0.0007107996595633521,0.0,412.21179,0.0,-28.346,115.007,2.312,0,0.3753748194868852,22050
0.60478851571927,2.758,0.514,1.0000010117056681,0.003587663945930714,0.0,128.49587,0.0,-4.625,185.409,0.9,0,0.5222778974185658,22050
,4.16,0.0,0.9812572376975579,0.0004431892098975339,0.0,137.63873,0.0,-5.676,169.771,0.0,0,0.24009840575296107,22050
,0.0,0.29,0.9583112762146291,0.0,0.0,519.8624,0.0,-22.517,142.158,2.708,1988,0.36553375619798023,22050
0.26586104921065007,4.438,0.614,0.9861742156935036,0.0003592136304199867,0.0,459.33669,0.0,-6.99,84.655,3.0,0,0.36700657053934316,22050
,3.8249999999999997,0.424,0.9523520260611085,0.012800887158342086,0.0,288.41751,0.0,-22.384,75.416,2.9349999999999996,0,0.4641524390532526,22050
,0.0,0.643,0.9363829720911424,0.0017379251564879905,0.0,234.1873,0.0,-10.67,113.571,2.836,0,0.3498862891327602,22050
,0.024,0.267,0.96149482598356,0.002229518387027884,0.0,316.21179,0.0,-6.183,110.441,3.912,2009,0.5669715662185826,22050
0.3135621142479342,6.273,0.589,0.9427058922412007,0.012240110175775374,0.0,229.98159,0.0,-19.64,111.577,2.472,2003,0.39904208143240477,22050
0.6169223675944069,2.0,0.92,0.9208657839085777,0.005278386716662017,0.0,230.37342,0.0,-12.283,139.841,2.06,0,0.5098787078527026,22050
0.7314733570496581,0.506,0.482,0.9872455498844485,0.0,0.0,240.92689,0.0,-3.424,129.824,1.785,2009,0.4549573948202216,22050
,0.505,0.483,0.963911779010961,0.0,0.0,266.03057,0.0,-9.116,115.508,2.292,0,0.3702735189662959,22050
,4.896000000000001,0.0,0.9801186460554533,0.0,0.0,276.79302,0.0,-16.21,118.239,2.836,0,0.38347574490669173,22050
0.0,5.292,0.579,0.8772291195947164,0.0017195792860766586,0.0,217.49506,0.0,-23.69,86.39,1.612,1997,0.36150980217715184,22050
0.24919965586187243,2.184,0.572,0.9327931252560886,0.0008262156747277194,0.0,228.75383,0.0,-13.705,77.207,0.0,1971,0.3954788611599233,22050
0.0,1.912,0.0,0.9574556865384821,0.0010487559055702934,0.0,290.82077,0.0,-6.222,145.607,4.0,1999,0.34719488409731486,22050
0.0,0.0,0.377,0.9402959543191374,0.0019092043818134412,0.0,195.36934,0.0,-9.675,99.492,0.172,0,0.4411063591444711,22050
0.41967427880955327,5.84,0.0,0.9433035647517775,0.0,0.0,327.6273,0.0,-7.144,107.32,2.985,2006,0.4486291115925325,22050
0.0,0.0,0.453,0.9585649775895665,0.000848999164746536,0.0,222.61506,0.0,-11.403,107.531,1.76,0,0.4753930634423814,22050
0.26695518627553855,5.265,0.599,0.9735344961317107,0.008534009626204596,0.0,328.56771,0.0,-11.037,81.947,2.496,1990,0.44393019272579715,22050
,4.207,0.571,0.9297132928898345,0.0006369461564882886,0.0,232.35873,0.0,-12.246,138.291,2.905,0,0.6079718095629023,22050
0.6366359710042119,2.88,0.0,0.9840289627899504,0.0091743599524893,0.0,298.00444,0.0,-5.16,87.747,1.54,1995,0.5001193350750798,22050
,2.2439999999999998,0.305,0.961250776244171,0.006095109305826266,0.0,167.18322,0.0,-18.341,87.758,1.0,1960,0.38958978111331777,22050
,1.832,0.521,0.9999994655933881,0.0014117241328940986,0.0,224.54812,0.0,-33.595,87.76,1.96,0,0.2918834217879059,22050
,2.064,0.59,0.9649215603445078,0.003153432760515039,0.0,138.57914,0.0,-16.325,122.774,0.0,0,0.2916990799372148,22050
,0.0,0.0,0.9862987744982975,0.0018267334546858932,0.0,262.21669,0.0,-6.949,101.004,1.472,0,0.4753930634423814,22050
0.4454545254934259,0.0,0.479,0.9422790571418279,0.0013684048697219973,0.0,264.54159,0.0,-7.918,109.996,3.772,0,0.364164341184009,22050
0.0,0.0,0.596,0.972307547154887,0.0009406428025112598,0.0,280.65914,0.0,-7.437,132.558,3.572,1991,0.3342524740434901,22050
0.5317220984213001,0.9450000000000001,0.338,0.979671910179933,0.001089936427411548,0.0,232.12363,0.0,-11.319,187.66,1.412,1994,0.39854753538058046,22050
0.5428987432910862,0.0,0.355,0.9888561269746984,0.00026144460694679236,0.0,344.24118,0.0,-11.685,125.363,3.76,1980,0.3593247265042633,22050
,2.765,0.461,0.9111231926591058,0.025593623317799317,0.0,224.54812,0.0,-8.812,90.875,4.0,0,0.3189111841635213,22050
0.0,1.1880000000000002,0.0,1.0000000997949314,0.001112713485059551,0.0,200.41098,0.0,-7.454,135.537,3.844,0,0.40913486879748406,22050
,4.655,0.718,1.000001135551675,0.0,0.0,378.67057,0.0,-14.175,124.255,3.252,0,0.350870447751252,22050
0.0,1.566,0.0,0.9629177110813085,0.001360228986255757,0.0,241.13587,0.0,-8.452,139.949,2.292,0,0.2497540855755363,22050
0.4348380902608562,0.0,0.602,0.9730369845556824,0.0004375607006081919,0.0,285.67465,0.0,-10.084,130.042,1.324,2006,0.3721191186306522,22050
,1.99,0.811,0.969988962625931,0.0006473533178300962,0.0,228.62322,0.0,-12.174,160.105,0.0,0,0.31783841080089725,22050
0.43965465970686407,1.9530000000000003,0.551,0.9924052659504637,0.0,0.0,295.31383,0.0,-4.638,121.955,2.284,2010,0.5314117519895055,22050
0.0,0.266,0.314,0.9554079839715564,0.0,0.0,209.18812,0.0,-17.014,66.565,1.692,0,0.35062894689721674,22050
,3.8609999999999998,0.4,0.9818026489320755,0.0,0.0,180.87138,0.0,-10.919,103.172,0.12,2008,0.40946490922770284,22050
,0.0,0.566,0.9554941989089886,0.0006353403970258643,0.0,242.38975,0.0,-6.924,151.537,0.572,0,0.29290676890582723,22050
,3.74,0.6,0.929694817036597,0.0018159319968318404,0.0,272.5873,0.0,-12.577,149.619,1.4729999999999999,1993,0.3480000192012373,22050
0.2237356224398594,0.0,0.536,0.9257160260605088,0.0,0.0,182.22975,0.0,-8.666,100.032,4.0,0,0.345015639014518,22050
0.4574471670851005,0.033,0.0,0.9750849514975773,0.0,0.0,202.91873,0.0,-5.992,116.064,0.988,2008,0.43317302311408973,22050
,6.912,0.6,0.9531524050804518,0.0007837588225824217,0.0,236.042,0.0,-4.618,110.177,0.524,1988,0.3460582199214695,22050
,0.356,0.0,0.9999964789545155,0.008411386435133148,0.0,51.12118,0.0,-26.356,72.724,2.368,0,0.0,22050
0.487956976897315,0.0,0.0,0.9616191460447877,0.00197321292975961,0.0,198.66077,0.0,-8.202,139.872,3.644,0,0.3980361069123988,22050
0.0,0.224,0.232,0.9795705398781693,0.0,0.0,319.37261,0.0,-9.13,151.956,1.616,0,0.4249318351787764,22050
,6.218999999999999,0.642,0.9707512620665417,0.0,0.0,265.84771,0.0,-9.532,155.996,2.3,0,0.453731585998959,22050
0.0,0.055,0.0,0.985896276625855,0.005942849321713997,0.0,552.93342,0.0,-9.464,127.92,0.0,0,0.31791328227769183,22050
,1.158,0.0,0.9370250933248815,0.0007701449510349542,0.0,194.76853,0.0,-8.674,118.295,0.0,1975,0.36005330653898404,22050
0.4432913119053975,2.384,0.0,0.9249677134460502,0.0008285320193863299,0.0,515.36934,0.0,-4.694,129.088,1.359,2002,0.3529191836315295,22050
,0.164,0.08,0.9454586348689287,0.0,0.0,225.14893,0.0,-5.189,200.435,4.0,0,0.5400077502099329,22050
,4.6000000000000005,0.658,1.0000010251313889,0.0,0.0,204.85179,0.0,-11.14,133.428,0.061,1995,0.3447211111720015,22050
,2.2600000000000002,0.0,0.960140123878316,0.0,0.0,190.56281,0.0,-4.116,113.373,3.43,0,0.2618160974506479,22050
0.26695518627553855,0.0,0.298,0.9549946591595236,0.0005615728002450155,0.0,211.90485,0.0,-7.033,160.598,0.0,2009,0.417591879764777,22050
0.6417711932865512,1.736,0.241,0.9686223363850972,0.001187517494677377,0.0,170.94485,0.0,-16.407,69.768,4.0,1987,0.3456373395988333,22050
,6.08,0.596,0.9558211195025814,0.0197321022126479,0.0,167.3922,0.0,-8.89,86.819,1.904,0,0.47878007430730035,22050
,7.7700000000000005,0.0,0.9867526149204342,0.0,0.0,505.67791,0.0,-7.255,125.012,4.0,0,0.4053520109500235,22050
,0.0,0.311,0.9850787446591175,0.0,0.0,171.15383,0.0,-7.075,128.928,0.0,0,0.31872616158614475,22050
0.49271363957256076,0.0,0.49,0.9826042298790433,0.0004691341467015592,0.0,181.18485,0.0,-7.301,121.764,2.988,1998,0.43983635888759404,22050
0.0,3.424,0.74,0.9409025664387488,0.012049066689342053,0.0,240.84853,0.0,-11.29,129.88,1.872,0,0.30591777539675086,22050
0.6782216268937635,3.267,0.456,0.9530802783148106,0.0,0.0,134.03383,0.0,-8.763,117.464,3.008,0,0.3639301878559263,22050
0.4944895175021134,7.632,0.875,0.952865415370439,0.011101461926032372,0.0,248.34567,0.0,-13.434,65.264,0.0,0,0.3858780577405268,22050
,1.996,0.412,0.9450474651299554,0.007035056002826476,0.0,134.89587,0.0,-16.71,103.713,3.0,0,0.3069763072258157,22050
,0.28,0.284,0.952647637048834,0.0015489551291838636,0.0,248.55465,0.0,-5.938,115.254,0.0,1987,0.5013606133308892,22050
,0.0,0.0,0.9802908239994644,0.0015094660483271271,0.0,321.30567,0.0,-5.75,144.94,0.0,0,0.39490889693257647,22050
0.0,4.732,0.607,0.9518523012468357,0.0017841446984288346,0.0,135.07873,0.0,-18.169,118.472,1.988,0,0.25366003511709817,22050
0.2486177236433898,4.5,0.767,0.9794261228789907,0.0,0.0,249.80853,0.0,-15.069,123.474,1.602,0,0.34948848236169633,22050
0.0,0.707,0.647,1.0000002880941168,0.0,0.0,312.39791,0.0,-8.987,117.263,0.672,0,0.5425339931632684,22050
0.0,7.029,0.406,0.9786107773042849,0.019862531527642845,0.0,396.87791,0.0,-7.83,127.902,0.136,0,0.3933694061464494,22050
,0.0,0.583,0.9309878641585458,0.0,0.0,251.79383,0.0,-6.364,62.076,2.132,0,0.0,22050
,1.164,0.589,0.9584218055637934,0.0026610939883582353,0.0,182.25587,0.0,-3.132,84.59,0.0,2007,0.42865098878987407,22050
0.0,0.351,0.735,0.9657423931566101,0.030793118429519446,0.0,228.49261,0.0,-7.831,125.908,1.876,0,0.35155586118563925,22050
,2.744,0.461,0.9220401309460522,0.0008044881470541028,0.0,227.47383,0.0,-7.884,109.963,4.0,0,0.33407266881677433,22050
,2.835,0.462,0.986504740303097,0.00025837054193575106,0.0,282.53995,0.0,-13.027,90.81,2.886,1991,0.2859898082677068,22050
,1.76,0.637,0.96050801495445,0.0,0.0,168.6722,0.0,-15.242,100.705,1.256,0,0.3794369722404727,22050
,0.926,0.422,0.9796652301505744,0.001459652870731951,0.0,260.33587,0.0,-4.602,136.749,3.452,2009,0.41589712845748655,22050
,0.238,0.356,0.9627810245484972,0.0,0.0,175.90812,0.0,-5.973,90.964,4.0,0,0.30119606462728515,22050
0.0,3.8990000000000005,0.759,0.9654725358586121,0.0026286920928941847,0.0,184.5024,0.0,-6.986,169.943,0.0,0,0.3524101268104496,22050
0.21508031850922793,7.930000000000001,0.588,0.964137241416809,0.000581866606844489,0.0,254.35383,0.0,-6.367,168.36,3.0,0,0.29296817047544627,22050
,0.602,0.0,0.9716796473149619,0.0008131334155304441,0.0,202.91873,0.0,-1.927,101.997,0.228,0,0.4140794730317521,22050
0.7204315384741605,0.09,0.0,0.93774069892519,0.0,0.0,203.91138,0.0,-3.237,140.878,3.72,2007,0.5666228875581625,22050
0.3016817567316363,0.656,0.42,0.944566815721397,0.0021749088118046996,0.0,204.14649,0.0,-4.556,114.902,0.0,1978,0.5313033185652613,22050
0.6434786856080126,5.598,0.0,0.9386411889957619,0.000640478574659709,0.0,176.43057,0.0,-2.741,140.111,3.976,2009,0.4671335192037262,22050
,5.620000000000001,0.336,0.9204491550801006,0.0016505816975475613,0.0,132.07465,0.0,-16.865,95.948,4.0,1990,0.3435088776923589,22050
0.0,2.5829999999999997,0.0,0.9855362625741962,0.0011575493629967903,0.0,158.09261,0.0,-10.453,116.087,4.0,0,0.46136936899324926,22050
,1.2,0.364,0.9783506083331103,0.0,0.0,433.71057,0.0,-2.988,140.013,1.896,0,0.40549840348588584,22050
0.6292127100645375,0.382,0.309,0.9631680066868405,0.0006161984434464849,0.0,220.70812,0.0,-3.868,253.357,2.024,2007,0.5515524551563505,22050
,3.234,0.0,0.9608847957563859,0.002159208733045828,0.0,162.55955,0.0,-5.837,84.283,0.784,0,0.3898771264212854,22050
,5.5600000000000005,0.279,0.9389783883399031,0.006352675881517801,0.0,181.49832,0.0,-4.601,126.179,1.536,2003,0.29145182123693636,22050
0.23871828454406044,1.492,0.453,0.9802375866906071,0.0,0.0,198.84363,0.0,-9.384,79.905,0.0,0,0.3268488180257514,22050
,2.7300000000000004,0.308,0.9681775628685511,0.007470658249242354,0.0,151.92771,0.0,-16.151,86.961,3.644,0,0.3221258890144376,22050
,4.6000000000000005,0.484,0.9673725060302143,0.0,0.0,283.66322,0.0,-7.589,125.994,1.827,0,0.5076250078374704,22050
0.0,5.684,0.47,0.947748292289794,0.0004419573511156174,0.0,307.722,0.0,-6.497,137.963,0.0,0,0.23101450752597977,22050
,1.036,0.0,0.9475895888882335,0.012460727389740403,0.0,172.38159,0.0,-20.848,126.786,0.0,0,0.2912710299960676,22050
,5.6770000000000005,0.724,0.9497210378051322,0.002279926779274589,0.0,205.26975,0.0,-7.874,143.898,0.616,0,0.31962677591740224,22050
0.5915389293224396,4.6000000000000005,0.339,0.950384350056633,0.0,0.0,243.35628,0.0,-3.165,171.85,3.216,2006,0.5358910429591184,22050
0.5797287486139356,2.3649999999999998,0.0,0.9441626134884262,0.0,0.0,162.37669,0.0,-6.111,100.928,0.0,0,0.4009521193140593,22050
,5.616,0.443,0.9439570010168792,0.0015529692561748625,0.0,237.60934,0.0,-5.88,103.218,2.56,0,0.40199254009343804,22050
0.5746932970850078,4.8420000000000005,0.346,0.9702157794346096,0.0,0.0,171.59791,0.0,-4.029,93.458,0.0,2001,0.564855750476682,22050
,0.0,0.63,0.9190067625041696,0.008519966801393344,0.0,239.20281,0.0,-3.587,149.551,0.0,0,0.37144710585388685,22050
0.4961753356732933,0.0,0.493,0.9462385063000108,0.0028618039712784826,0.0,185.5473,0.0,-19.633,122.376,0.0,1977,0.4652702100858289,22050
,2.952,0.0,0.9527241240922432,0.0013524008326731927,0.0,118.30812,0.0,-10.386,166.648,0.0,0,0.3389203449697267,22050
0.7278916337491327,6.939,0.0,0.9181179121061267,0.0007176792573821519,0.0,261.95546,0.0,-9.559,106.009,2.916,2001,0.42093775483735935,22050
,1.7710000000000001,0.565,0.982329837427776,0.0,0.0,317.46567,0.0,-12.908,85.541,5.0,0,0.42128726251105253,22050
0.8102636131560579,0.388,0.482,0.9412903124006641,0.0011734015237529812,0.0,274.41587,0.0,-7.446,134.027,0.54,2002,0.9160532282837347,22050
0.4051157216913865,0.5810000000000001,0.303,0.9561971628706717,0.0012914788083521417,0.0,276.4273,0.0,-4.098,150.715,2.888,2007,0.3452411367594495,22050
0.27263298075238634,0.31,0.21,1.0000062369750469,0.006928099308825168,0.0,59.32363,0.0,-25.678,36.151,0.0,0,0.2491372295395512,22050
0.4072330149011048,0.892,0.315,0.8936139650248603,0.0007664164830427588,0.0,253.12608,0.0,-8.662,116.36,3.452,1973,0.5618305379392137,22050
0.5306630301441494,0.0,0.0,0.9999977040853626,0.002072365054294152,0.0,165.51138,0.0,-3.378,120.153,0.0,2006,0.5094560008533419,22050
,2.4779999999999998,0.434,0.9833125942250248,0.008919298585633341,0.0,330.63138,0.0,-8.366,77.99,2.472,0,0.3578170742518158,22050
0.6058550313785807,0.222,0.275,0.985380693351786,0.0,0.0,199.31383,0.0,-3.246,116.04,3.596,1999,0.3976478301695002,22050
0.26586104921065007,2.583,0.406,0.9544703889144601,0.006489994983850246,0.0,330.97098,0.0,-16.934,101.529,1.624,1996,0.3337708451653926,22050
,0.0,0.0,0.9934350964580912,0.0,0.0,879.69914,0.0,-8.523,141.231,0.051000000000000004,0,0.30667609347902947,22050
,5.111999999999999,0.53,0.9094108884518947,0.0020003029437427387,0.0,210.46812,0.0,-13.644,114.382,0.0,1986,0.44720665684404026,22050
0.0,4.734,0.893,0.9753309243324695,0.007638489923515988,0.0,292.5971,0.0,-18.473,71.608,0.216,0,0.3636756770511417,22050
0.2519818994620154,4.389,0.0,0.9273597942304423,0.0019140678047616917,0.0,165.09342,0.0,-14.328,194.028,1.624,0,0.3965213030824702,22050
,0.0,0.509,0.9999991916560498,0.0,0.0,321.64526,0.0,-7.717,119.331,2.68,0,0.13232928552293502,22050
0.6513037261300973,8.305,0.0,0.9232083133306633,0.0011729005742792335,0.0,169.66485,0.0,-3.968,148.458,2.22,0,0.49705095869202826,22050
,3.942,0.0,0.9999991502476816,0.003244991666054137,0.0,188.29016,0.0,-4.63,131.968,2.26,1999,0.32123723379103947,22050
0.5011168400946299,1.236,0.188,0.982084355554829,0.0,0.0,212.84526,0.0,-4.014,127.962,0.483,2008,0.47920455769377673,22050
,2.12,0.38,0.930852202717266,0.0012168279762234356,0.0,235.85914,0.0,-6.682,121.988,3.076,0,0.35944751217008625,22050
,0.0,0.0,0.9605160234248632,0.012271369111435745,0.0,327.83628,0.0,-11.718,115.633,4.0,0,0.0,22050
,1.547,0.386,0.9644641445482166,0.0013768822978752749,0.0,250.56608,0.0,-9.422,86.201,0.0,0,0.2480246869211474,22050
0.2707759989463275,2.008,0.0,0.9668420352692731,0.0,0.0,254.45832,0.0,-7.893,142.351,3.0,0,0.29690520738607173,22050
0.0,4.395,0.559,0.9594141661836082,0.001700571546332055,0.0,298.13506,0.0,-17.214,70.317,0.0,0,0.4048271165593455,22050
,0.312,0.315,1.000000514995201,0.0,0.0,291.26485,0.0,-8.654,140.989,2.32,0,0.38091717062497904,22050
,7.4879999999999995,0.0,0.8858190031597934,0.0004526559492188879,0.0,313.70404,0.0,-14.361,85.207,4.234999999999999,1983,0.6154544615535558,22050
0.0,6.941,0.0,0.9619983295719199,0.0017823204529351286,0.0,246.30812,0.0,-11.613,135.099,1.832,1992,0.30004649036641506,22050
,4.34,0.6,0.9515833586690362,0.01929150162846519,0.0,198.89587,0.0,-13.522,71.312,0.0,0,0.24453220533902725,22050
0.24523633278016532,3.204,0.536,0.9850594335858702,0.0,0.0,358.19057,0.0,-9.298,91.215,1.236,0,0.14468466090957882,22050
0.3603705827121406,3.32,0.0,0.9630010660829957,0.0,0.0,314.48771,0.0,-10.215,216.023,2.8,2002,0.41478065907349704,22050
0.0,5.593,0.598,0.976547786881909,0.0020799885600629197,0.0,146.15465,0.0,-12.158,137.567,1.236,1994,0.3200869267523748,22050
0.0,0.17400000000000002,0.229,0.99999903813876,0.004905492323866375,0.0,20.79302,0.0,-7.401,87.63,3.0,0,0.3485523530660074,22050
0.5746932970850078,5.013000000000001,0.549,0.9422242908493575,0.0006344968859107922,0.0,278.96118,0.0,-5.563,80.7,0.0,1978,0.6333399087018368,22050
0.0,0.0,0.708,0.9492353757884229,0.0,0.0,207.49016,0.0,-10.288,153.667,0.628,0,0.34384449941445117,22050
,0.441,0.446,0.9747014861588501,0.0037449164805179423,0.0,146.59873,0.0,-15.018,80.79,4.0,0,0.3116155449734521,22050
,0.0,0.722,0.9051039657110506,0.001765073952185912,0.0,192.62649,0.0,-17.471,96.848,2.667,0,0.4041576710256122,22050
0.3725300393660796,0.41500000000000004,0.118,0.9503642833540508,0.0,0.0,88.58077,0.0,-3.211,203.994,0.0,2006,0.372462979783255,22050
